"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSSSCT00000026071.3",-0.0441494384378318,5.96464111931496,-0.230100974414806,0.819285383931183,0.999921722309542,-5.35358659834356
"ENSSSCT00000029497.4",-0.0387161797017193,5.83144528727676,-0.225990709593858,0.822456950859442,0.999921722309542,-5.35364241891722
"ENSSSCT00000059791.3",0.000783545155154997,5.98019968957033,0.00252950152944969,0.997995390803454,0.999942485379572,-5.35365708968052
"ENSSSCT00000031796.4",-0.0347746380543299,6.28106465592699,-0.356528721350275,0.723477231764074,0.999921722309542,-5.35385817460078
"ENSSSCT00000003624.5",-0.0234291323385545,5.85752326651298,-0.17131964198591,0.864909371270999,0.999921722309542,-5.35386780280656
"ENSSSCT00000060507.2",0.0150891744361141,5.74058110307805,0.100908969212326,0.920169550941552,0.999921722309542,-5.35399636234065
"ENSSSCT00000000405.4",-0.0508245325515615,5.85499578829358,-0.198271170899783,0.843922263012194,0.999921722309542,-5.35412031196733
"ENSSSCT00000000170.5",0.0255594988644052,5.9080297158231,0.192906096994124,0.848091365625891,0.999921722309542,-5.35412798238934
"ENSSSCT00000027164.4",-0.0203837658408679,5.83834819687998,-0.145241239864691,0.885311624813066,0.999921722309542,-5.35427392509174
"ENSSSCT00000039233.3",-0.0180883750854273,5.77026291261453,-0.121385263739731,0.904045132662387,0.999921722309542,-5.35432689082784
"ENSSSCT00000058441.2",0.0721734510853427,6.38861197599907,0.40350821633999,0.688905410934363,0.999921722309542,-5.35436859759201
"ENSSSCT00000027907.4",-0.00189240840844107,5.69101121117097,-0.0134541621319197,0.989338005670122,0.999921722309542,-5.35446495321247
"ENSSSCT00000053158.3",-0.0168388793723926,5.82161285128541,-0.123681628816804,0.902239256434961,0.999921722309542,-5.35447316695817
"ENSSSCT00000091614.2",0.0233014769564708,5.77963320162749,0.166207834524392,0.868901636070666,0.999921722309542,-5.35455959567604
"ENSSSCT00000045633.3",-0.0323478349615227,6.18176140271969,-0.339607127722609,0.736079679683035,0.999921722309542,-5.35481428592937
"ENSSSCT00000029595.4",-0.087139171915358,5.93173506731365,-0.188362053352503,0.851625929859433,0.999921722309542,-5.35492680870078
"ENSSSCT00000005658.2",-0.0455360398810472,5.65754171330277,-0.152279619982449,0.87979678628509,0.999921722309542,-5.35493289152697
"ENSSSCT00000048277.3",0.0379790328284901,6.29732406655355,0.356698662737838,0.723351055173662,0.999921722309542,-5.35506510634268
"ENSSSCT00000031942.4",-0.168412612493871,7.2604666722007,-0.548036570405786,0.58697023019282,0.999921722309542,-5.35508028424622
"ENSSSCT00000051322.2",0.0155853603632377,5.78166285690041,0.140495656463832,0.889033254872074,0.999921722309542,-5.35518866356784
"ENSSSCT00000063238.3",-0.0376064632323079,6.02573128426891,-0.268817847559523,0.78956861061818,0.999921722309542,-5.35521943278439
"ENSSSCT00000079531.2",-0.024326647612412,5.92181935757901,-0.208077840558184,0.836313513723774,0.999921722309542,-5.35524284801532
"ENSSSCT00000024292.4",0.069755134580447,5.84717264185392,0.184011030814308,0.85501326510991,0.999921722309542,-5.35525194943216
"ENSSSCT00000066084.3",-0.00788307002443478,5.77883991147707,-0.0587619803179714,0.953459073458935,0.999921722309542,-5.35528398699485
"ENSSSCT00000007085.5",0.0539515607784464,7.6009005310864,0.584926497052412,0.562160430958365,0.999921722309542,-5.35538719768689
"ENSSSCT00000058795.3",0.0528624775410957,6.12669359710914,0.270145758955341,0.788554738547583,0.999921722309542,-5.35539981946071
"ENSSSCT00000016870.5",-0.0515024645163704,6.67035168790018,-0.450620149264255,0.654902583947364,0.999921722309542,-5.35547398734624
"ENSSSCT00000007620.4",0.00603676250425256,5.74737487714813,0.0370503358097,0.970644779254777,0.999921722309542,-5.35548125572867
"ENSSSCT00000055018.2",-0.00263847502383019,5.74552541521937,-0.0325755638552409,0.974188793668727,0.999921722309542,-5.35550709114158
"ENSSSCT00000045936.3",0.0346251641079487,6.04340365584492,0.249958477189447,0.804007158965593,0.999921722309542,-5.35571083467979
"ENSSSCT00000019487.5",0.027926721747046,5.98217559490961,0.245626512601063,0.807333727342374,0.999921722309542,-5.35571220766422
"ENSSSCT00000079262.2",-0.0223246830647907,5.9868138234373,-0.238547090827155,0.812777891319372,0.999921722309542,-5.35582739757799
"ENSSSCT00000007822.5",0.0460047022275507,6.26227475658112,0.344609875257081,0.732345967345569,0.999921722309542,-5.35585081162861
"ENSSSCT00000047537.4",0.161700040828989,6.47905339633243,0.18540207344272,0.853930012093944,0.999921722309542,-5.35585863690657
"ENSSSCT00000014713.5",-0.0840997347381975,6.23769047221239,-0.349789655739191,0.728487068711465,0.999921722309542,-5.35591170579773
"ENSSSCT00000006230.5",-0.0034095162671699,5.68555469427371,-0.0268907457219136,0.978691919128281,0.999921722309542,-5.35600768394074
"ENSSSCT00000060689.3",-0.0516901348220395,5.95250464416701,-0.270523214993542,0.788266615495554,0.999921722309542,-5.35603853833933
"ENSSSCT00000010552.4",-0.0166221525036674,5.75513029190356,-0.14123350410876,0.888454443004526,0.999921722309542,-5.35603894651048
"ENSSSCT00000090843.1",0.144958101125092,7.80089013896786,0.605712876118331,0.548416817212417,0.999921722309542,-5.35612551410751
"ENSSSCT00000048167.2",-0.00016011940988836,5.67845939276116,-0.00147751884006277,0.998829077603759,0.999942485379572,-5.35614362008352
"ENSSSCT00000007936.4",-0.00954889663697056,5.85011279053725,-0.06544407280737,0.948174052173263,0.999921722309542,-5.35630369756185
"ENSSSCT00000088817.1",-0.0777746182551189,6.22383234245269,-0.367134809212047,0.715617642873661,0.999921722309542,-5.35636679374614
"ENSSSCT00000104961.1",0.0936004315485581,5.73903808564914,0.102358177619425,0.91902713952126,0.999921722309542,-5.35638566324457
"ENSSSCT00000026921.4",-0.0276195600012841,6.13071816349345,-0.290172448226392,0.773310343894137,0.999921722309542,-5.35646341174824
"ENSSSCT00000037209.2",0.0267509065543337,5.7988964589307,0.138907827302027,0.890279051633101,0.999921722309542,-5.35647591108659
"ENSSSCT00000006287.4",-0.0225626768885636,5.92791570683385,-0.17232170167664,0.864127190986574,0.999921722309542,-5.35664657245728
"ENSSSCT00000041855.1",-0.252570129764702,6.73120762179999,-0.461222696856246,0.647348661544268,0.999921722309542,-5.35684085998956
"ENSSSCT00000065893.3",0.06655602734451,6.04089995486156,0.171047596839074,0.86512174606444,0.999921722309542,-5.35692993775904
"ENSSSCT00000061642.2",0.0371180062095977,6.3779015605433,0.363694603224057,0.718163602843916,0.999921722309542,-5.35696236819332
"ENSSSCT00000012200.5",-0.0970731828770628,6.07074241839981,-0.14317934075482,0.886928310019466,0.999921722309542,-5.35697704328762
"ENSSSCT00000029966.3",0.0616166838939245,5.94882164257773,0.280225560317812,0.780870995831847,0.999921722309542,-5.35708611075011
"ENSSSCT00000022358.3",0.00845678750081191,5.78750720555906,0.0755358953668812,0.940196772681849,0.999921722309542,-5.35709373456957
"ENSSSCT00000007966.4",-0.000163469851503173,5.7285891995478,-0.000847177638732034,0.999328618023184,0.999942485379572,-5.35714221668432
"ENSSSCT00000007781.5",0.0402947190019862,6.01193185402307,0.268418834069648,0.789873333519299,0.999921722309542,-5.35724467930113
"ENSSSCT00000091886.1",0.0798459066255326,6.2606865034367,0.338425190819122,0.736962749920271,0.999921722309542,-5.35726434952213
