"target_id","ext_gene","target_biotype","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSSSCG00000061987",NA,"protein_coding",1,4.21414143610574,0.0107581072693215,0.0198002615864217
"ENSSSCG00000027340","PI4K2B","protein_coding",1,7.10341896816274,0.0107625764522413,0.0198043355038286
"ENSSSCG00000005455","SVEP1","protein_coding",1,2.84313664850774,0.0107773833061603,0.0198291889521764
"ENSSSCG00000022462","ZNF852","protein_coding",1,4.6825194872649,0.0107825767831867,0.0198363509912913
"ENSSSCG00000011023","ZNF438","protein_coding",1,4.61646388871012,0.01079023925014,0.0198480528739909
"ENSSSCG00000027169","ENOSF1","protein_coding",2,7.83284673181449,0.0107938587219389,0.0198523159631946
"ENSSSCG00000047800","TSPYL4","protein_coding",1,6.76329767325944,0.0107967031711884,0.0198551527565667
"ENSSSCG00000004524","SMAD4","protein_coding",1,7.41236924563087,0.0108086082011264,0.0198746492775806
"ENSSSCG00000003109","TMEM160","protein_coding",1,6.61605437710787,0.0108194417175381,0.0198873754521141
"ENSSSCG00000055957","SLBP","protein_coding",1,7.82234953757489,0.01081884347401,0.0198873754521141
"ENSSSCG00000029756","ADGRG2","protein_coding",4,16.2160126993738,0.0108187536228787,0.0198873754521141
"ENSSSCG00000023057","LMO1","protein_coding",1,1.29067896757636,0.0108218878143773,0.0198894741812028
"ENSSSCG00000005719","RAPGEF1","protein_coding",1,7.54423856544571,0.0108234214637167,0.0198898956254779
"ENSSSCG00000012241",NA,"protein_coding",2,12.587748692511,0.0108370510710472,0.0199125426897697
